locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
STM0297	STM0297	1	AE006468	340756	340953	+		putative transposase	0.5253	11
STM0298	STM0298	1	AE006468	341179	341460	+		putative integrase core domain protein	0.4468	20
STM0299	STM0299	1	AE006468	342210	342722	+		putative outer membrane protein	0.4288	35
STM0300	STM0300	1	AE006468	342830	343543	+		putative fimbriae assembly chaparone	0.4888	40
STM0301	STM0301	1	AE006468	343567	346077	+		putative fimbriae usher	0.5468	102
STM0302	STM0302	1	AE006468	346099	346569	+		putative fimbriae subunit	0.5499	23
STM0303	STM0303	1	AE006468	346975	347796	+		putative xylanase/chitin deacetylase	0.5158	34
STM0304	STM0304	1	AE006468	348611	349558	+		transcriptional regulator	0.3977	65
STM0305	STM0305	1	AE006468	349675	349890	+		putative cytoplasmic protein	0.4907	11
STM0306	STM0306	1	AE006468	349894	350613	-		homolog of sapA	0.4278	54
STM0307	STM0307	1	AE006468	350944	351351	-		homology to Shigella VirG protein	0.4706	21
STM0308	STM0308	1	AE006468	351722	352489	-		putative amidohydrolase	0.5417	35
STM0309	STM0309	1	AE006468	352598	355042	-		putative acyl-CoA dehydrogenase	0.5603	98
STM0310	STM0310	1	AE006468	355282	355860	+		phosphoheptose isomerase	0.4767	35
STM0311	STM0311	1	AE006468	356073	356840	+		putative glutamine amidotransferase	0.5169	41
STM0312	STM0312	1	AE006468	356811	357551	-		putative periplasmic protein	0.4858	40
STM0313	STM0313	1	AE006468	357801	358856	+		DNA polymerase IV	0.5142	60
STM0315	STM0315	1	AE006468	360204	360818	+		putative peptide chain release factor	0.5512	18
STM0316	STM0316	1	AE006468	360974	362431	-		aminoacyl-histidine dipeptidase (peptidase D)	0.5329	58
STM0317	STM0317	1	AE006468	362680	363138	+		guanine-hypoxanthine phosphoribosyltransferase	0.5316	21
STM0318	STM0318	1	AE006468	363227	364471	+		putative hydrolase of the alpha/beta superfamily	0.5502	50
STM0319	STM0319	1	AE006468	364529	364930	+		transcriptional regulator of cryptic csgA gene for curli surface fibers	0.5000	16
STM0320	STM0320	1	AE006468	364981	366033	-		outer membrane pore protein e (e,ic,nmpab)	0.4720	64
STM0321	STM0321	1	AE006468	366316	367419	+		gamma-glutamate kinase	0.5571	46
STM0322	STM0322	1	AE006468	367431	368681	+		gamma-glutamylphosphate reductase	0.5627	45
STM0323	STM0323	5	AE006468	368807	368879	+		tRNA-Thr	0.4795	6
STM0324	STM0324	1	AE006468	369159	369380	+		putative inner membrane protein	0.4955	12
STM0325	STM0325	1	AE006468	369198	369998	-		putative IS3 transposase	0.5443	32
STM0327	STM0327	1	AE006468	370740	371063	+		putative cytoplasmic protein	0.4599	17
STM0328	STM0328	1	AE006468	371404	372642	+		putative permease	0.4286	86
STM0329	STM0329	1	AE006468	372774	374195	+		putative 3-isopropylmalate isomerase	0.5141	56
STM0330	STM0330	1	AE006468	374197	374823	+		putative 3-isopropylmalate isomerase (dehydratase), subunit with LeuC	0.5231	22
STM0331	STM0331	1	AE006468	374838	375716	+		putative fumarylacetoacetate (FAA) hydrolase	0.4983	43
STM0332	STM0332	1	AE006468	375716	376630	+		putative hydrolase or acyltransferase	0.5148	45
STM0333	STM0333	1	AE006468	376664	377629	+		putative LysR family transcriptional regulator	0.4907	44
STM0334	STM0334	1	AE006468	377574	377846	-		putative cytoplasmic protein	0.5165	15
STM0335	STM0335	1	AE006468	378537	378935	+		putative outer membrane protein	0.3559	32
STM0336	STM0336	1	AE006468	378982	379740	-		putative fimbriae; chaparone	0.4769	51
STM0337	STM0337	1	AE006468	379706	381031	-		putative fimbriae; usher	0.5211	86
STM0338	STM0338	1	AE006468	381036	383597	-		putative fimbriae; usher	0.5394	142
STM0339	STM0339	1	AE006468	383581	384342	-		putative fimbriae; chaparone	0.4541	59
STM0340	STM0340	1	AE006468	384404	384940	-		putative fimbriae; major subunit	0.4711	34
STM0341	STM0341	1	AE006468	385574	386338	+		putative inner membrane protein	0.3608	69
STM0342	STM0342	1	AE006468	386311	386610	+		putative periplasmic protein	0.3967	29
STM0343	STM0343	1	AE006468	387110	388684	+		putative diguanylate cyclase/phosphodiesterase domain 1	0.4844	93
STM0344	STM0344	1	AE006468	388784	389527	+		putative response regulator	0.4086	52
STM0345	STM0345	1	AE006468	389500	389988	+		putative inner membrane protein	0.3926	47
STM0346	STM0346	1	AE006468	390389	390913	+		putative outer membrane protein; homolog of ail and ompX	0.4152	38
STM0347	STM0347	1	AE006468	391057	391698	+		putative response regulator	0.3972	49
STM0348	STM0348	1	AE006468	391709	391933	+		putative inner membrane protein	0.3511	15
STM0349	STM0349	1	AE006468	391991	392350	+		putative outer membrane lipoprotein	0.4944	22
STM0350	STM0350	1	AE006468	392420	393931	-		homology to outer membrane efflux protein	0.5873	58
STM0351	STM0351	1	AE006468	393894	397061	-		putative cation efflux system protein	0.5669	114
STM0352	STM0352	1	AE006468	397058	398284	-		putative cation efflux pump	0.6023	40
STM0353	STM0353	1	AE006468	398561	400849	+		putative cation transport ATPase	0.6003	79
STM0354	STM0354	1	AE006468	400861	401325	+		putative transcriptional regulator	0.5441	18
STM0355	STM0355	1	AE006468	401403	401597	+		putative copper chaperone	0.5795	6
STM0356	STM0356	1	AE006468	401890	403143	+		putative inner membrane protein	0.5391	56
STM0357	STM0357	1	AE006468	403332	405290	+		DNA methylase; restriction system	0.4676	120
STM0358	STM0358	1	AE006468	405300	408272	+		DNA restriction (DNA helicase)	0.4918	148
STM0359	STM0359	1	AE006468	408549	408650	+		putative cytoplasmic protein	0.5000	6
STM0360	STM0360	1	AE006468	408767	410170	+		cytochrome BD2 subunit I	0.5541	61
STM0361	STM0361	1	AE006468	410167	411177	+		cytochrome BD2 subunit II	0.5519	45
STM0362	STM0362	1	AE006468	411194	411418	+		putative cytoplasmic protein	0.5689	8
STM0363	STM0363	1	AE006468	411514	412518	+		putative transcription regulator, AraC family	0.5801	40
STM0364	STM0364	1	AE006468	412664	414772	+		ferrioxamine receptor	0.5273	121
STM0365	STM0365	1	AE006468	414813	415445	-		putative transport protein	0.5419	27
STM0366	STM0366	1	AE006468	415677	415952	+		putative periplasmic protein	0.4420	13
STM0367	STM0367	1	AE006468	416088	417713	-		regulator for prp operon (EBP family)	0.5572	65
STM0368	STM0368	1	AE006468	417978	418865	+		putative carboxyphosphonoenolpyruvate mutase	0.5890	31
STM0369	STM0369	1	AE006468	418988	420157	+		putative citrate synthase	0.5573	44
STM0370	STM0370	1	AE006468	420197	421648	+		putative protein in propionate catabolism	0.5668	53
STM0371	STM0371	1	AE006468	421689	423575	+		putative acetyl-CoA synthetase, propionate catabolism operon	0.5888	62
STM0372	STM0372	1	AE006468	423679	424653	-		5-aminolevulinate dehydratase (porphobilinogen synthase)	0.5538	34
STM0373	STM0373	1	AE006468	425166	428102	+		flagellar protein	0.4624	190
STM0374	STM0374	1	AE006468	428188	428811	+		putative inner membrane protein	0.4247	45
STM0375	STM0375	1	AE006468	428856	429986	-		penicillin- binding protein	0.5323	58
STM0376	STM0376	1	AE006468	430360	431580	+		putative ABC superfamily transporter	0.5160	62
STM0377	STM0377	1	AE006468	431595	432689	+		putative outer membrane lipoprotein	0.5534	50
STM0378	STM0378	1	AE006468	432727	433035	-		putative inner membrane protein	0.5405	13
STM0379	STM0379	1	AE006468	433303	433518	+		putative inner membrane protein	0.4769	15
STM0380	STM0380	1	AE006468	433544	434638	-		D-alanine-D-alanine ligase A	0.5224	59
STM0381	STM0381	1	AE006468	434716	435429	+		putative inner membrane protein	0.5434	33
STM0382	STM0382	1	AE006468	435598	436809	+		putative permease	0.5239	63
STM0383	STM0383	1	AE006468	437100	437366	+		putative cytoplasmic protein	0.4682	15
STM0384	STM0384	1	AE006468	437718	438038	+		induced by phosphate starvation	0.5140	13
STM0385	STM0385	1	AE006468	438130	439242	+		putative diguanylate cyclase/phosphodiesterase domain 1	0.5544	50
STM0386	STM0386	1	AE006468	439257	440066	-		pyrroline-5-carboxylate reductase	0.5654	33
STM0387	STM0387	1	AE006468	440206	440661	+		putative cytoplasmic protein	0.5811	16
STM0388	STM0388	1	AE006468	440846	441391	+		shikimate kinase II	0.5824	23
STM0389	STM0389	1	AE006468	441418	441609	+		putative cytoplasmic protein	0.5260	8
STM0390	STM0390	1	AE006468	441860	442537	+		protein of aro operon, regulated by aroR	0.5059	31
STM0391	STM0391	1	AE006468	442608	442892	+		putative cytoplasmic protein	0.5298	15
STM0392	STM0392	1	AE006468	442930	443841	-		putative exonuclease involved in removal of stalled replication fork	0.5395	27
STM0393	STM0393	1	AE006468	443967	444875	+		putative sugar kinase/putative transcriptional regulator (NagC/XylR family)	0.5809	40
STM0394	STM0394	1	AE006468	444897	446069	-		MFS family, arabinose polymer transporter	0.5524	44
STM0395	STM0395	1	AE006468	446242	449382	-		ATP-dependent dsDNA exonuclease	0.5826	86
STM0396	STM0396	1	AE006468	449379	450581	-		ATP-dependent dsDNA exonuclease	0.5661	48
STM0397	STM0397	1	AE006468	450796	451485	+		response regulator in two-component regulatory system with PhoR (or CreC)	0.5464	27
STM0398	STM0398	1	AE006468	451555	452850	+		sensory kinase in two-component regulatory system with PhoB, regulates pho regulon	0.5378	59
STM0399	STM0399	1	AE006468	453259	454578	+		LIVCS family, branched chain amino acid transporter system II (LIV-II)	0.5689	58
STM0400	STM0400	1	AE006468	454653	456023	+		putative APC family, proline transporter	0.5412	62
STM0401	STM0401	1	AE006468	456185	458002	+		maltodextrin glucosidase	0.5759	76
STM0402	STM0402	1	AE006468	458074	458676	-		putative thiol - alkyl hydroperoxide reductase	0.5323	22
STM0403	STM0403	1	AE006468	458886	459467	-		putative cytoplasmic protein	0.5498	20
STM0404	STM0404	1	AE006468	459561	460625	+		S-adenosylmethionine-tRNA ribosyltransferase-isomerase	0.5587	48
STM0405	STM0405	1	AE006468	460822	461949	+		tRNA-guanine transglycosylase	0.5248	51
STM0406	STM0406	1	AE006468	461972	462304	+		preprotein translocase IISP family, membrane subunit	0.5195	9
STM0407	STM0407	1	AE006468	462332	464179	+		preprotein translocase, IISP family, part of the channel	0.5449	93
STM0408	STM0408	1	AE006468	464190	465161	+		preprotein translocase, IISP family, membrane subunit	0.5422	43
STM0409	STM0409	1	AE006468	465309	465674	+		hypothetical protein	0.5055	16
STM0410	STM0410	1	AE006468	465700	466392	+		putative regulatory protein	0.5281	24
STM0411	STM0411	1	AE006468	466562	466909	+		putative cytoplasmic protein	0.4971	15
STM0412	STM0412	1	AE006468	467157	467483	-		putative inner membrane protein	0.5780	10
STM0413	STM0413	1	AE006468	467538	468401	-		nucleoside channel; receptor of phage T6 and colicin K	0.5127	47
STM0414	STM0414	1	AE006468	468701	469240	-		putative outer membrane lipoprotein	0.5278	26
STM0415	STM0415	1	AE006468	469392	469841	+		putative transcriptional regulator	0.5000	19
STM0416	STM0416	1	AE006468	469845	470948	+		pyrimidine deaminase	0.6033	38
STM0417	STM0417	1	AE006468	471037	471507	+		riboflavin synthase, beta chain	0.5435	23
STM0418	STM0418	1	AE006468	471528	471947	+		transcription termination; L factor	0.5286	14
STM0419	STM0419	1	AE006468	472026	473003	+		thiamin-monophosphate kinase	0.5654	40
STM0420	STM0420	1	AE006468	472981	473496	+		phosphatidylglycerophosphatase A	0.5407	23
STM0421	STM0421	1	AE006468	473600	474574	-		putative oxidoreductase / K + channel protein	0.5692	38
STM0422	STM0422	1	AE006468	474631	476493	-		1-deoxyxylulose-5-phosphate synthase; flavoprotein	0.5556	71
STM0423	STM0423	1	AE006468	476517	477416	-		geranyltranstransferase (farnesyldiphosphate synthase)	0.5744	37
STM0424	STM0424	1	AE006468	477417	477659	-		exonuclease VII, small subunit	0.5432	7
STM0425	STM0425	1	AE006468	477869	479317	+		sulfur transfer protein (from cys to ThiS and from IscS to U8-tRNA)	0.5238	57
STM0426	STM0426	1	AE006468	479361	480158	-		2-aminoethylphosphonate transporter, memrane component	0.5664	26
STM0427	STM0427	1	AE006468	480161	481021	-		2-aminoethylphosphonate transporter, memrane component	0.5726	30
STM0428	STM0428	1	AE006468	481024	482133	-		2-aminoethylphosphonate transporter ATPase component	0.5874	29
STM0429	STM0429	1	AE006468	482139	483152	-		2-aminoethylphosphonate transporter, periplasmic-binding component	0.5631	41
STM0430	STM0430	1	AE006468	483350	484069	-		2-aminoethylphosphonate transport, repressor	0.5903	30
STM0431	STM0431	1	AE006468	484209	485312	+		2-aminoethylphosphonate transport	0.5670	45
STM0432	STM0432	1	AE006468	485319	486131	+		2-aminoethylphosphonate transport	0.5978	27
STM0433	STM0433	1	AE006468	486228	486818	-		4-methyl-5(beta-hydroxyethyl)-thiazole synthesis	0.5685	24
STM0434	STM0434	1	AE006468	486781	487692	-		ketopantoate reductase	0.5263	46
STM0435	STM0435	1	AE006468	487800	488309	+		putative cytoplasmic protein	0.5098	16
STM0436	STM0436	1	AE006468	488356	489705	-		putative MFS family transporter	0.5585	50
STM0436A	STM0436A	1	AE006468	489948	490109	-		IS903 transposase	0.5370	4
STM0437	STM0437	1	AE006468	490257	491768	+		putative periplasmic protein	0.4372	109
STM0438	STM0438	1	AE006468	491990	493273	+		putative TPR repeat protein	0.3956	99
STM0439	STM0439	1	AE006468	493355	494245	-		protohaeme IX farnesyltransferase (haeme O biosynthesis)	0.5376	42
STM0440	STM0440	1	AE006468	494257	494586	-		cytochrome o ubiquinol oxidase subunit IV	0.5152	11
STM0441	STM0441	1	AE006468	494586	495200	-		cytochrome o ubiquinol oxidase subunit III	0.5350	22
STM0442	STM0442	1	AE006468	495190	497181	-		cytochrome o ubiquinol oxidase subunit I	0.5377	89
STM0443	STM0443	1	AE006468	497192	498148	-		cytochrome o ubiquinol oxidase subunit II	0.5068	37
STM0444	STM0444	1	AE006468	498601	500076	-		MFS family, muropeptide transporter	0.5657	63
STM0445	STM0445	1	AE006468	500120	500752	-		putative lipoprotein	0.5103	36
STM0446	STM0446	1	AE006468	501002	501319	+		morphogene; putative regulator of murein genes (BolA family)	0.4906	17
STM0447	STM0447	1	AE006468	501666	502964	+		peptidyl-prolyl cis/trans isomerase	0.5242	43
STM0448	STM0448	1	AE006468	503211	503834	+		proteolytic subunit of clpA-clpP ATP-dependent serine protease	0.5128	30
STM0449	STM0449	1	AE006468	504086	505357	+		specificity component of clpA-clpP ATP-dependent serine protease, chaperone	0.5283	51
STM0450	STM0450	1	AE006468	505543	507897	+		DNA-binding protein	0.5401	82
STM0451	STM0451	1	AE006468	508106	508378	+		DNA-binding protein HU-beta, NS1 (HU-1)	0.4945	14
STM0452	STM0452	1	AE006468	508669	510540	+		peptidyl prolyl isomerase	0.5240	77
STM0453	STM0453	1	AE006468	510690	511064	+		putative DNA uptake protein and related DNA-binding proteins	0.5253	19
STM0454	STM0454	1	AE006468	511168	511566	+		putative esterase	0.4712	21
STM0455	STM0455	1	AE006468	511672	512367	-		putative (aluminum) resistance protein	0.5316	28
STM0456	STM0456	1	AE006468	512432	514132	-		putative ABC transporter periplasmic binding protein	0.5626	67
STM0457	STM0457	1	AE006468	514233	515051	+		putative hydrolase	0.5458	33
STM0458	STM0458	1	AE006468	515101	516156	-		putative cysteine synthase/cystathionine beta-synthase	0.5464	54
STM0459	STM0459	1	AE006468	516269	516727	+		putative transcriptional regulator (AsnC family)	0.5229	20
STM0460	STM0460	1	AE006468	516768	518540	+		putative ABC superfamily (atp) transporter	0.5572	75
STM0461	STM0461	1	AE006468	518533	520314	+		putative ABC superfamily (atp&membrane) transporter	0.5780	75
STM0462	STM0462	1	AE006468	520527	520865	+		regulatory protein P-II 2	0.5310	11
STM0463	STM0463	1	AE006468	520897	522183	+		putative Amt family, ammonium transport protein	0.5571	66
STM0464	STM0464	1	AE006468	522283	523143	-		acyl-CoA thioesterase II	0.5296	29
STM0465	STM0465	1	AE006468	523358	523927	+		glycoprotein/polysaccharide metabolism	0.5404	32
STM0466	STM0466	1	AE006468	523960	524349	-		putative methyltransferase	0.5615	17
STM0468	STM0468	1	AE006468	524580	526130	-		putative diguanylate cyclase/phosphodiesterase domain 2	0.5216	82
STM0469	STM0469	1	AE006468	526355	526615	+		putative 50S ribosomal protein L31 (second copy)	0.4406	17
STM0470	STM0470	1	AE006468	526621	526761	+		putative 50S ribosomal protein L36 (second copy)	0.4326	8
STM0471	STM0471	1	AE006468	526817	527287	-		putative inner membrane protein	0.4883	27
STM0472	STM0472	1	AE006468	527404	527955	-		maltose o-acetyltransferase	0.4891	37
STM0473	STM0473	1	AE006468	528134	528352	-		hemolysin expression modulating protein (involved in environmental regulation of virulence factors)	0.4018	12
STM0474	STM0474	1	AE006468	528380	528754	-		putative cytoplasmic protein	0.4213	24
STM0475	STM0475	1	AE006468	529250	532399	-		RND family, acridine efflux pump	0.5438	131
STM0476	STM0476	1	AE006468	532422	533615	-		acridine efflux pump	0.5519	49
STM0477	STM0477	1	AE006468	533757	534410	+		acrAB operon repressor (TetR/AcrR family)	0.4679	30
STM0478	STM0478	1	AE006468	534529	537891	+		putative small-conductance mechanosensitive channel	0.5263	144
STM0479	STM0479	1	AE006468	537933	538868	-		putative transposase	0.5310	40
STM0480	STM0480	1	AE006468	538938	539105	-		putative inner membrane protein	0.4524	9
STM0481	STM0481	1	AE006468	539119	539634	-		primosomal replication protein N	0.5969	15
STM0482	STM0482	1	AE006468	539715	540092	+		putative phage gene 58	0.5344	18
STM0483	STM0483	1	AE006468	540245	540796	+		adenine phosphoribosyltransferase	0.5380	18
STM0484	STM0484	1	AE006468	540910	542838	+		DNA polymerase III, tau and gamma subunits	0.5905	61
STM0485	STM0485	1	AE006468	542884	543213	+		putative cytoplasmic protein	0.5455	4
STM0486	STM0486	1	AE006468	543213	543818	+		putative recombination protein, gap repair	0.6106	18
STM0487	STM0487	1	AE006468	543905	545803	+		chaperone Hsp90, heat shock protein C 62.5	0.5282	61
STM0488	STM0488	1	AE006468	546044	546688	+		adenylate kinase	0.5457	27
STM0489	STM0489	1	AE006468	546917	547879	+		ferrochelatase	0.5680	44
STM0490	STM0490	1	AE006468	547876	548847	-		acetyl esterase	0.5628	44
STM0491	STM0491	1	AE006468	549000	550304	+		inosine-guanosine kinase	0.5341	68
STM0492	STM0492	1	AE006468	550353	552029	-		putative CPA2 family transport protein	0.5707	58
STM0493	STM0493	1	AE006468	552244	553464	-		putative MFS family of transport protein	0.5586	60
STM0494	STM0494	1	AE006468	553637	555289	+		UDP-sugar hydrolase 5'-nucleotidase	0.5172	84
STM0495	STM0495	1	AE006468	555406	555885	-		putative cytoplasmic protein	0.5375	20
STM0496	STM0496	1	AE006468	556087	556881	-		putative cytoplasmic protein	0.5711	36
STM0497	STM0497	1	AE006468	556967	557794	-		putative periplasmic protein	0.4312	55
STM0498	STM0498	1	AE006468	557948	560449	-		putative copper-transporting ATPase	0.5915	85
STM0499	STM0499	1	AE006468	560559	560975	+		putative heavy metal transcriptional repressor (MerR family)	0.5228	15
STM0500	STM0500	1	AE006468	560976	561428	-		putative membrane protein implicated in regulation of membrane protease activity	0.6071	18
STM0501	STM0501	1	AE006468	561425	562342	-		putative inner membrane protein	0.5468	36
STM0502	STM0502	1	AE006468	562489	563166	+		putative ABC-type sugar/spermidine/putrescine transport system, ATPase component	0.4749	42
