Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names (primary),Gene Names (ORF),Gene Names (synonym)
Q8ZNF9,reviewed,RHMD_SALTY,"L-rhamnonate dehydratase, RhamD, EC 4.2.1.90",rhmD yfaW STM2291,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),405,rhmD,,yfaW
Q8ZNR3,reviewed,SOPA_SALTY,"E3 ubiquitin-protein ligase SopA, EC 2.3.2.26 (HECT-type E3 ubiquitin transferase SopA) (Salmonella outer protein A) (Secreted effector protein SopA)",sopA STM2066,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),782,sopA,,
Q8ZNR5,reviewed,PDUO_SALTY,"Corrinoid adenosyltransferase PduO, EC 2.5.1.- (ATP:co(I)rrinoid adenosyltransferase PduO, ACA) (Propanediol utilization protein PduO)",pduO STM2050,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),336,pduO,,
Q8ZNW0,reviewed,KPYK2_SALTY,"Pyruvate kinase II, EC 2.7.1.40 (PK-2)",pykA STM1888,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),480,pykA,,
Q8ZP52,reviewed,ACNA_SALTY,"Aconitate hydratase A, ACN, Aconitase, EC 4.2.1.3 ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase, EC 4.2.1.99) (Iron-responsive protein-like, IRP-like) (RNA-binding protein)",acnA STM1712,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),891,acnA,,
Q8ZPD3,reviewed,MDDA_SALTY,"L-methionine sulfoximine/L-methionine sulfone acetyltransferase, EC 2.3.1.- (L-amino acid N-acyltransferase, EC 2.3.1.-) (Methionine derivative detoxifier A, MDDA)",yncA STM1590,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),171,yncA,,
Q8ZPX9,reviewed,S3AD_SALTY,"Aminoglycoside (3'') (9) adenylyltransferase, EC 2.7.7.47 (AadA) (Aminoglycoside nucleotidyltransferase (3'') (9) adenyltransferase, ANT(3'') (9) adenyltransferase)",aadA STM1264,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),262,aadA,,
Q8ZQ06,reviewed,NAGZ_SALTY,"Beta-hexosaminidase, EC 3.2.1.52 (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)",nagZ STM1209,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),341,nagZ,,
Q8ZQQ2,reviewed,SLRP_SALTY,"E3 ubiquitin-protein ligase SlrP, EC 2.3.2.27 (RING-type E3 ubiquitin transferase SlrP) (Secreted effector protein SlrP)",slrP STM0800,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),765,slrP,,
Q8ZR06,reviewed,PAGP_SALTY,"Lipid A palmitoyltransferase PagP, EC 2.3.1.251 (Antimicrobial peptide resistance) (Lipid A acylation protein)",pagP STM0628,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),190,pagP,,
Q8ZR88,reviewed,SELU_SALTY,"tRNA 2-selenouridine synthase, EC 2.9.1.3 (Selenophosphate-dependent tRNA 2-selenouridine synthase)",selU mnmH STM0513,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),364,selU,,mnmH
Q8ZR95,reviewed,COPA_SALTY,"Copper-exporting P-type ATPase, EC 7.2.2.8 (Copper-exporting P-type ATPase A) (Cu(+)-exporting ATPase) (Soluble copper chaperone CopA(Z))",copA STM0498,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),833,copA,,
Q8ZRS8,reviewed,ACNB_SALTY,"Aconitate hydratase B, ACN, Aconitase, EC 4.2.1.3 ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase, EC 4.2.1.99) (Iron-responsive protein-like, IRP-like) (RNA-binding protein)",acnB STM0158,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),865,acnB,,
Q9FD10,reviewed,SSEJ_SALTY,"Secreted effector protein SseJ, EC 3.-.-.- (Salmonella-translocated effector J, STE J)",sseJ STM1631,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),408,sseJ,,
Q9L6L5,reviewed,FADB_SALTY,"Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase, EC 4.2.1.17, EC 5.1.2.3, EC 5.3.3.8; 3-hydroxyacyl-CoA dehydrogenase, EC 1.1.1.35 ]",fadB STM3983 STMD1.6,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),729,fadB,STMD1.6,
Q9L9I7,reviewed,THIC_SALTY,"Phosphomethylpyrimidine synthase, EC 4.1.99.17 (Hydroxymethylpyrimidine phosphate synthase, HMP-P synthase, HMP-phosphate synthase, HMPP synthase) (Thiamine biosynthesis protein ThiC)",thiC STM4164 STMF1.33,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),631,thiC,STMF1.33,
Q9L9J3,reviewed,SSEK1_SALTY,"Protein-arginine N-acetylglucosaminyltransferase SseK1, Arginine GlcNAcyltransferase SseK1, EC 2.4.1.- (Salmonella secreted effector K1)",sseK1 STM4157 STMF1.17,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),336,sseK1,STMF1.17,
Q9S498,reviewed,THIH_SALTY,"2-iminoacetate synthase, EC 4.1.99.19 (Dehydroglycine synthase) (Tyrosine lyase)",thiH STM4159 STMF1.38,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),377,thiH,STMF1.38,
Q9XDM4,reviewed,PDUX_SALTY,"L-threonine kinase, EC 2.7.1.177 (Propanediol utilization protein PduX)",pduX STM2058,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),300,pduX,,
Q9XDM8,reviewed,PDUT_SALTY,"Bacterial microcompartment shell protein PduT (Bacterial microcompartment protein homotrimer, BMC-T) (Propanediol utilization protein PduT)",pduT STM2054,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),184,pduT,,
Q9XDM9,reviewed,PDUS_SALTY,Cobalamin reductase PduS (Propanediol utilization protein PduS),pduS STM2053,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),451,pduS,,
Q9XDN0,reviewed,PDUQ_SALTY,"1-propanol dehydrogenase PduQ, EC 1.1.-.- (Propanediol utilization protein PduQ)",pduQ STM2052,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),370,pduQ,,
Q9XDN1,reviewed,PDUP_SALTY,"Propanal dehydrogenase (CoA-propanoylating), EC 1.2.1.87 (Coenzyme-A-acylating propionaldehyde dehydrogenase) (Propanediol utilization protein PduP)",pduP STM2051,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),464,pduP,,
Q9XDN5,reviewed,PDUL_SALTY,"Phosphate propanoyltransferase, EC 2.3.1.222 (Phosphate acyltransferase PduL) (Phosphotransacylase PduL, PTAC) (Propanediol utilization protein PduL)",pduL STM2047,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),210,pduL,,
Q9Z4S6,reviewed,TTRA_SALTY,"Tetrathionate reductase subunit A, EC 1.8.-.- (Tetrathionate reductase molybdenum subunit)",ttrA STM1383,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1020,ttrA,,
Q9ZFV4,reviewed,EUTT_SALTY,"Corrinoid adenosyltransferase EutT (ATP:co(I)rrinoid adenosyltransferase, ACAT) (Cob(II)alamin adenosyltransferase EutT) (Ethanolamine utilization cobalamin adenosyltransferase) (Ethanolamine utilization corrinoid adenosyltransferase) (EutT adenosyltransferase)",eutT STM2467,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),267,eutT,,
Q9ZFV5,reviewed,EUTQ_SALTY,"Acetate kinase EutQ, EC 2.7.2.1 (Ethanolamine utilization protein EutQ)",eutQ STM2468,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),229,eutQ,,
Q9ZFV7,reviewed,EUTS_SALTY,Bacterial microcompartment shell protein EutS (Ethanolamine utilization protein EutS),eutS STM2470,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),111,eutS,,
Q9ZJ12,reviewed,EPMA_SALTY,"Elongation factor P--(R)-beta-lysine ligase, EF-P--(R)-beta-lysine ligase, EC 6.3.1.- (EF-P post-translational modification enzyme A) (EF-P-lysine lysyltransferase)",epmA genX yjeA STM4344,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),325,epmA,,genX yjeA
H9L428,unreviewed,H9L428_SALTY,"Ribokinase, RK, EC 2.7.1.15",orf408 rbsK STM1382,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),408,orf408,,rbsK
O31043,reviewed,PDUG_SALTY,"Propanediol dehydratase-reactivating factor large subunit, DDR large subunit (Propanediol utilization protein PduG)",pduG STM2043,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),610,pduG,,
O33799,reviewed,HPRT_SALTY,"Hypoxanthine phosphoribosyltransferase, HPRT, EC 2.4.2.8",hpt STM0170,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),178,hpt,,
O52324,reviewed,ARNC_SALTY,"Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase, EC 2.4.2.53 (Polymyxin resistance protein PmrF) (Undecaprenyl-phosphate Ara4FN transferase, Ara4FN transferase)",arnC pbgP2 pmrF STM2298,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),327,arnC,,pbgP2 pmrF
O52327,reviewed,ARNT_SALTY,"Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase, EC 2.4.2.43 (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Polymyxin resistance protein PmrK) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)",arnT pmrK STM2301,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),547,arnT,,pmrK
O54297,reviewed,RS4_SALTY,30S ribosomal protein S4,rpsD STM3416,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),206,rpsD,,
O54326,reviewed,FPG_SALTY,"Formamidopyrimidine-DNA glycosylase, Fapy-DNA glycosylase, EC 3.2.2.23 (DNA-(apurinic or apyrimidinic site) lyase MutM, AP lyase MutM, EC 4.2.99.18)",mutM fpg STM3726,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),269,mutM,,fpg
O84947,reviewed,SSEC_SALTY,Secreted effector protein SseC (Secretion system effector C),sseC STM1400,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),484,sseC,,
P00929,reviewed,TRPA_SALTY,"Tryptophan synthase alpha chain, EC 4.2.1.20",trpA STM1727,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),268,trpA,,
P02910,reviewed,HISJ_SALTY,"Histidine-binding periplasmic protein, HBP",hisJ STM2354,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),260,hisJ,,
P02936,reviewed,OMPA_SALTY,Outer membrane protein A (Outer membrane major heat-modifiable protein) (Outer membrane porin A) (Outer membrane protein 33K),ompA STM1070,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),350,ompA,,
P02941,reviewed,MCP2_SALTY,"Methyl-accepting chemotaxis protein II, MCP-II (Aspartate chemoreceptor protein)",tar cheM STM1919,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),553,tar,,cheM
P06191,reviewed,ALR2_SALTY,"Alanine racemase, catabolic, EC 5.1.1.1",dadX dadB STM1802,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),356,dadX,,dadB
P06196,reviewed,USHA_SALTY,Silent protein UshA(0),ushA STM0494,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),550,ushA,,
P06204,reviewed,PYRC_SALTY,"Dihydroorotase, DHOase, EC 3.5.2.3",pyrC STM1163,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),348,pyrC,,
P0A1A3,reviewed,ALR1_SALTY,"Alanine racemase, biosynthetic, EC 5.1.1.1",alr STM4247,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),359,alr,,
P0A1D1,reviewed,PDUU_SALTY,"Bacterial microcompartment shell protein PduU (Bacterial microcompartment protein homohexamer, BMC-H) (Propanediol utilization protein PduU)",pduU STM2055,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),116,pduU,,
P0A1D3,reviewed,CH60_SALTY,"Chaperonin GroEL, EC 5.6.1.7 (60 kDa chaperonin) (Chaperonin-60, Cpn60)",groEL groL mopA STM4330,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),548,groEL,,groL mopA
P0A1F0,reviewed,DDLA_SALTY,"D-alanine--D-alanine ligase A, EC 6.3.2.4 (D-Ala-D-Ala ligase A) (D-alanylalanine synthetase A)",ddlA STM0380,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),364,ddlA,,
P0A1G7,reviewed,DNAJ_SALTY,Chaperone protein DnaJ,dnaJ STM0013,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),379,dnaJ,,
P0A1I3,reviewed,INVA_SALTY,Invasion protein InvA,invA STM2896,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),685,invA,,
P0A1N2,reviewed,FLIT_SALTY,Flagellar protein FliT,fliT STM1962,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),122,fliT,,
P0A1P0,reviewed,G3P_SALTY,"Glyceraldehyde-3-phosphate dehydrogenase, GAPDH, EC 1.2.1.12 (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)",gapA gap STM1290,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),331,gapA,,gap
P0A1P2,reviewed,GPDA_SALTY,"Glycerol-3-phosphate dehydrogenase [NAD(P)+], EC 1.1.1.94 (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)",gpsA STM3700,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),339,gpsA,,
P0A1Q2,reviewed,LGUL_SALTY,"Lactoylglutathione lyase, EC 4.4.1.5 (Aldoketomutase) (Glyoxalase I, Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)",gloA STM1435,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),135,gloA,,
P0A1Q4,reviewed,DNAB_SALTY,"Replicative DNA helicase, EC 3.6.4.12",dnaB STM4246,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),471,dnaB,,
P0A1R0,reviewed,HFQ_SALTY,RNA-binding protein Hfq,hfq STM4361,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),102,hfq,,
P0A1V4,reviewed,KAD_SALTY,"Adenylate kinase, AK, EC 2.7.4.3 (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",adk STM0488,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),214,adk,,
P0A1X6,reviewed,MAP1_SALTY,"Methionine aminopeptidase, MAP, MetAP, EC 3.4.11.18 (Peptidase M)",map pepM STM0215,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),264,map,,pepM
P0A1Y2,reviewed,ASRC_SALTY,"Anaerobic sulfite reductase subunit C, EC 1.8.1.-",asrC STM2550,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),337,asrC,,
P0A1Y4,reviewed,NUOG_SALTY,"NADH-quinone oxidoreductase subunit G, EC 7.1.1.- (NADH dehydrogenase I subunit G) (NDH-1 subunit G)",nuoG STM2323,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),908,nuoG,,
P0A208,reviewed,EUTP_SALTY,"Probable acetate kinase EutP, EC 2.7.2.1 (Ethanolamine utilization protein EutP)",eutP STM2469,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),159,eutP,,
P0A231,reviewed,PA1_SALTY,"Phospholipase A1, EC 3.1.1.32, EC 3.1.1.4 (Detergent-resistant phospholipase A, DR-phospholipase A) (Outer membrane phospholipase A, OM PLA) (Phosphatidylcholine 1-acylhydrolase)",pldA STM3957 STMD1.33,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),289,pldA,STMD1.33,
P0A2C9,reviewed,FABG_SALTY,"3-oxoacyl-[acyl-carrier-protein] reductase FabG, EC 1.1.1.100 (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)",fabG STM1195,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),244,fabG,,
P0A2I1,reviewed,TOP1_SALTY,"DNA topoisomerase 1, EC 5.6.2.1 (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)",topA STM1714,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),865,topA,,
P0A2I5,reviewed,PARE_SALTY,"DNA topoisomerase 4 subunit B, EC 5.6.2.2 (Topoisomerase IV subunit B)",parE STM3181,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),630,parE,,
P0A2J1,reviewed,LIVH_SALTY,High-affinity branched-chain amino acid transport system permease protein LivH (LIV-I protein H),livH livA STM3563,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),308,livH,,livA
P0A2K5,reviewed,UBIE_SALTY,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE, EC 2.1.1.163, EC 2.1.1.201 (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)",ubiE STM3970 STMD1.19,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),251,ubiE,STMD1.19,
P0A2P6,reviewed,XERD_SALTY,Tyrosine recombinase XerD,xerD STM3044,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),298,xerD,,
P0A2T6,reviewed,CRP_SALTY,"cAMP-activated global transcriptional regulator CRP (Catabolite activator protein, CAP) (Catabolite gene activator) (cAMP receptor protein, CRP) (cAMP regulatory protein)",crp cap STM3466,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),210,crp,,cap
P0A2T8,reviewed,FNR_SALTY,Fumarate and nitrate reduction regulatory protein,fnr oxrA STM1660,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),250,fnr,,oxrA
P0A7W4,reviewed,RS5_SALTY,30S ribosomal protein S5,rpsE STM3423,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),167,rpsE,,
P0DM78,reviewed,PHOP_SALTY,"Virulence transcriptional regulatory protein PhoP (Acid shock protein 29, ASP29)",phoP STM1231,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),224,phoP,,
P10502,reviewed,PUTP_SALTY,Sodium/proline symporter (Proline permease),putP STM1125,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),502,putP,,
P14845,reviewed,CARA_SALTY,"Carbamoyl-phosphate synthase small chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase glutamine chain)",carA STM0066,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),382,carA,,
P14846,reviewed,CARB_SALTY,"Carbamoyl-phosphate synthase large chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase ammonia chain)",carB STM0067,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1075,carB,,
P15717,reviewed,LEUC1_SALTY,"3-isopropylmalate dehydratase large subunit 1, EC 4.2.1.33 (Alpha-IPM isomerase 1, IPMI 1) (Isopropylmalate isomerase 1)",leuC1 leuC STM0111,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),466,leuC1,,leuC
P15875,reviewed,LEU1_SALTY,"2-isopropylmalate synthase, EC 2.3.3.13 (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)",leuA STM0113,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),523,leuA,,
P15928,reviewed,FLIF_SALTY,Flagellar M-ring protein,fliF fla AII.1 fla BI STM1969,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),560,fliF,,fla AII.1 fla BI
P15931,reviewed,FLGJ_SALTY,"Peptidoglycan hydrolase FlgJ, EC 3.2.1.- (Muramidase FlgJ)",flgJ fla FX flaZ STM1182,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),316,flgJ,,fla FX flaZ
P16328,reviewed,FLID_SALTY,"Flagellar hook-associated protein 2, HAP2 (Filament cap protein) (Flagellar cap protein)",fliD flaV flbC STM1960,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),467,fliD,,flaV flbC
P16657,reviewed,FABI_SALTY,"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI, ENR, EC 1.3.1.9 (NADH-dependent enoyl-ACP reductase)",fabI envM STM1700,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),262,fabI,,envM
P17424,reviewed,RIR4_SALTY,"Ribonucleoside-diphosphate reductase 2 subunit beta, EC 1.17.4.1 (R2F protein) (Ribonucleotide reductase 2)",nrdF STM2808,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),319,nrdF,,
P17750,reviewed,KATG_SALTY,"Catalase-peroxidase, CP, EC 1.11.1.21 (Hydroperoxidase I, HPI) (Peroxidase/catalase)",katG STM4106,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),726,katG,,
P17845,reviewed,CYSI_SALTY,"Sulfite reductase [NADPH] hemoprotein beta-component, SiR-HP, SiRHP, EC 1.8.1.2",cysI STM2947,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),570,cysI,,
P19566,reviewed,MALK_SALTY,"Maltose/maltodextrin import ATP-binding protein MalK, EC 7.5.2.1",malK STM4230,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),369,malK,,
P21622,reviewed,ILVH_SALTY,"Acetolactate synthase isozyme 3 small subunit, EC 2.2.1.6 (ALS-III) (Acetohydroxy-acid synthase III small subunit, AHAS-III)",ilvH STM0117,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),163,ilvH,,
P22038,reviewed,TRMA_SALTY,"tRNA/tmRNA (uracil-C(5))-methyltransferase, EC 2.1.1.-, EC 2.1.1.35 (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase, RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)",trmA STM4129,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),366,trmA,,
P22253,reviewed,PNCB_SALTY,"Nicotinate phosphoribosyltransferase, NAPRTase, EC 6.3.4.21",pncB STM1004,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),400,pncB,,
P23679,reviewed,GLND_SALTY,"Bifunctional uridylyltransferase/uridylyl-removing enzyme, UTase/UR (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase, PII uridylyltransferase, UTase, EC 2.7.7.59; [Protein-PII]-UMP uridylyl-removing enzyme, UR, EC 3.1.4.- ]",glnD STM0214,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),890,glnD,,
P25078,reviewed,PHR_SALTY,"Deoxyribodipyrimidine photo-lyase, EC 4.1.99.3 (DNA photolyase) (Photoreactivating enzyme)",phrB phr STM0709,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),473,phrB,,phr
P26189,reviewed,ADA_SALTY,"Regulatory protein ada (Regulatory protein of adaptive response) [Cleaved into: Methylated-DNA--protein-cysteine methyltransferase, EC 2.1.1.63 (O-6-methylguanine-DNA alkyltransferase) ]",ada STM2265,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),353,ada,,
P26265,reviewed,CPDB_SALTY,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase, EC 3.1.3.6, EC 3.1.4.16",cpdB STM4403,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),647,cpdB,,
P26404,reviewed,RFBM_SALTY,"Mannose-1-phosphate guanylyltransferase RfbM, EC 2.7.7.13 (GDP-mannose pyrophosphorylase, GMP, GMPP) (GTP--mannose-1-phosphate guanylyltransferase)",rfbM STM2084,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),479,rfbM,,
P26405,reviewed,RFBK_SALTY,"Phosphomannomutase, PMM, EC 5.4.2.8",rfbK STM2083,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),477,rfbK,,
P26475,reviewed,ASRB_SALTY,Anaerobic sulfite reductase subunit B,asrB STM2549,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),272,asrB,,
P26973,reviewed,PARC_SALTY,"DNA topoisomerase 4 subunit A, EC 5.6.2.2 (Topoisomerase IV subunit A)",parC STM3174,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),752,parC,,
P26982,reviewed,DEGP_SALTY,"Periplasmic serine endoprotease DegP, EC 3.4.21.107 (Heat shock protein DegP) (Protease Do)",degP htrA ptd STM0209,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),475,degP,,htrA ptd
P30012,reviewed,NADC_SALTY,"Nicotinate-nucleotide pyrophosphorylase [carboxylating], EC 2.4.2.19 (Quinolinate phosphoribosyltransferase [decarboxylating], QAPRTase)",nadC STM0145,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),297,nadC,,
